rank_by_return,strategy_name,rsi_period,rsi_buy,rsi_sell,rsi_buy_period,rsi_sell_period,rsi_oversold,rsi_recovery_delta,bias_period,bias_buy,bias_sell,bias_fast_period,bias_fast_buy,bias_slow_period,bias_slow_sell,bias_cross_threshold,bb_period,bb_std,bb_width_threshold,trailing_stop_pct,consecutive_days,total_return_pct,annualized_return_pct,max_drawdown_pct,win_rate_pct,wins,losses,total_trades,profit_factor,sharpe,buy_hold_return_pct,backtest_start,backtest_end,trading_days
445,"ConsecDays(3) RSI(14,30,75)",14,30,75,,,,,,,,,,,,,,,,,3,6.7,1.07,-42.84,62.5,5,3,16,1.29,0.1628,1083.5,2020-01-02,2026-04-28,1530
446,"ConsecDays(2) RSI(14,35,75)",14,35,75,,,,,,,,,,,,,,,,,2,6.5,1.04,-48.25,66.67,10,5,30,1.17,0.1861,1083.5,2020-01-02,2026-04-28,1530
447,BIAS-mom(5) cross>-7% sell>=3%,,,,,,,,5,,3,,,,,-7,,,,,,6.34,1.02,-35.38,81.82,9,2,22,1.53,0.1467,1083.5,2020-01-02,2026-04-28,1530
448,"BBw>=3% gate RSI(14,30,70)+BIAS(10,-5,5) bb_std=2.0",14,30,70,,,,,10,-5,5,,,,,,20,2.0,3,,,6.15,0.99,-55.65,50.0,4,4,16,1.22,0.1781,1083.5,2020-01-02,2026-04-28,1530
449,"BBw>=5% gate RSI(14,30,70)+BIAS(10,-5,5) bb_std=2.0",14,30,70,,,,,10,-5,5,,,,,,20,2.0,5,,,6.15,0.99,-55.65,50.0,4,4,16,1.22,0.1781,1083.5,2020-01-02,2026-04-28,1530
450,"BBw>=7% gate RSI(14,30,70)+BIAS(10,-5,5) bb_std=2.0",14,30,70,,,,,10,-5,5,,,,,,20,2.0,7,,,6.15,0.99,-55.65,50.0,4,4,16,1.22,0.1781,1083.5,2020-01-02,2026-04-28,1530
451,"BBw>=3% gate RSI(14,30,70)+BIAS(10,-5,5) bb_std=2.5",14,30,70,,,,,10,-5,5,,,,,,20,2.5,3,,,6.15,0.99,-55.65,50.0,4,4,16,1.22,0.1781,1083.5,2020-01-02,2026-04-28,1530
452,"BBw>=5% gate RSI(14,30,70)+BIAS(10,-5,5) bb_std=2.5",14,30,70,,,,,10,-5,5,,,,,,20,2.5,5,,,6.15,0.99,-55.65,50.0,4,4,16,1.22,0.1781,1083.5,2020-01-02,2026-04-28,1530
453,"BBw>=7% gate RSI(14,30,70)+BIAS(10,-5,5) bb_std=2.5",14,30,70,,,,,10,-5,5,,,,,,20,2.5,7,,,6.15,0.99,-55.65,50.0,4,4,16,1.22,0.1781,1083.5,2020-01-02,2026-04-28,1530
454,"BBw>=10% gate RSI(14,30,70)+BIAS(10,-5,5) bb_std=2.5",14,30,70,,,,,10,-5,5,,,,,,20,2.5,10,,,6.15,0.99,-55.65,50.0,4,4,16,1.22,0.1781,1083.5,2020-01-02,2026-04-28,1530
455,MT-BIAS buy=BIAS(5)<=-7% sell=BIAS(30)>=5%,,,,,,,,,,,5,-7,30,5,,,,,,,5.97,0.96,-44.65,57.14,4,3,14,1.4,0.1692,1083.5,2020-01-02,2026-04-28,1530
456,"TrailStop(20%) RSI(14,35,75)",14,35,75,,,,,,,,,,,,,,,,20,,5.74,0.92,-50.63,66.67,16,8,48,1.12,0.1824,1083.5,2020-01-02,2026-04-28,1530
457,MT-BIAS buy=BIAS(7)<=-5% sell=BIAS(20)>=5%,,,,,,,,,,,7,-5,20,5,,,,,,,5.33,0.86,-53.74,56.25,9,7,32,1.17,0.1821,1083.5,2020-01-02,2026-04-28,1530
458,MT-BIAS buy=BIAS(3)<=-3% sell=BIAS(30)>=3%,,,,,,,,,,,3,-3,30,3,,,,,,,4.59,0.74,-55.03,68.0,17,8,50,1.22,0.1754,1083.5,2020-01-02,2026-04-28,1530
459,RSI-recovery(14) os<35 delta>=10 sell>70,14,,70,,,35,10,,,,,,,,,,,,,,4.45,0.72,-46.88,68.42,13,6,38,1.19,0.1617,1083.5,2020-01-02,2026-04-28,1530
460,"BBw>=3% gate RSI(14,30,65)+BIAS(10,-5,7) bb_std=2.0",14,30,65,,,,,10,-5,7,,,,,,20,2.0,3,,,4.04,0.65,-62.29,57.14,4,3,14,1.14,0.1673,1083.5,2020-01-02,2026-04-28,1530
461,"BBw>=5% gate RSI(14,30,65)+BIAS(10,-5,7) bb_std=2.0",14,30,65,,,,,10,-5,7,,,,,,20,2.0,5,,,4.04,0.65,-62.29,57.14,4,3,14,1.14,0.1673,1083.5,2020-01-02,2026-04-28,1530
462,"BBw>=7% gate RSI(14,30,65)+BIAS(10,-5,7) bb_std=2.0",14,30,65,,,,,10,-5,7,,,,,,20,2.0,7,,,4.04,0.65,-62.29,57.14,4,3,14,1.14,0.1673,1083.5,2020-01-02,2026-04-28,1530
463,"BBw>=3% gate RSI(14,30,65)+BIAS(10,-5,7) bb_std=2.5",14,30,65,,,,,10,-5,7,,,,,,20,2.5,3,,,4.04,0.65,-62.29,57.14,4,3,14,1.14,0.1673,1083.5,2020-01-02,2026-04-28,1530
464,"BBw>=5% gate RSI(14,30,65)+BIAS(10,-5,7) bb_std=2.5",14,30,65,,,,,10,-5,7,,,,,,20,2.5,5,,,4.04,0.65,-62.29,57.14,4,3,14,1.14,0.1673,1083.5,2020-01-02,2026-04-28,1530
465,"BBw>=7% gate RSI(14,30,65)+BIAS(10,-5,7) bb_std=2.5",14,30,65,,,,,10,-5,7,,,,,,20,2.5,7,,,4.04,0.65,-62.29,57.14,4,3,14,1.14,0.1673,1083.5,2020-01-02,2026-04-28,1530
466,"BBw>=10% gate RSI(14,30,65)+BIAS(10,-5,7) bb_std=2.5",14,30,65,,,,,10,-5,7,,,,,,20,2.5,10,,,4.04,0.65,-62.29,57.14,4,3,14,1.14,0.1673,1083.5,2020-01-02,2026-04-28,1530
467,MT-BIAS buy=BIAS(7)<=-5% sell=BIAS(30)>=5%,,,,,,,,,,,7,-5,30,5,,,,,,,3.97,0.64,-57.12,64.29,9,5,28,1.17,0.1771,1083.5,2020-01-02,2026-04-28,1530
468,RSI-recovery(14) os<30 delta>=10 sell>65,14,,65,,,30,10,,,,,,,,,,,,,,3.72,0.6,-46.88,78.95,15,4,38,1.2,0.1425,1083.5,2020-01-02,2026-04-28,1530
469,MT-BIAS buy=BIAS(5)<=-5% sell=BIAS(30)>=5%,,,,,,,,,,,5,-5,30,5,,,,,,,2.82,0.46,-57.12,61.54,8,5,26,1.16,0.1693,1083.5,2020-01-02,2026-04-28,1530
470,"ConsecDays(5) RSI(14,40,65)",14,40,65,,,,,,,,,,,,,,,,,5,2.26,0.37,-44.06,64.71,11,6,34,1.17,0.1457,1083.5,2020-01-02,2026-04-28,1530
471,"ConsecDays(2) BIAS(10,-7,5)",,,,,,,,10,-7,5,,,,,,,,,,2,1.97,0.32,-46.93,60.0,6,4,20,1.17,0.133,1083.5,2020-01-02,2026-04-28,1530
472,MT-BIAS buy=BIAS(3)<=-3% sell=BIAS(20)>=5%,,,,,,,,,,,3,-3,20,5,,,,,,,1.92,0.31,-56.6,61.9,13,8,42,1.14,0.1677,1083.5,2020-01-02,2026-04-28,1530
473,MT-BIAS buy=BIAS(5)<=-10% sell=BIAS(20)>=10%,,,,,,,,,,,5,-10,20,10,,,,,,,1.87,0.31,-55.03,75.0,3,1,8,1.34,0.1624,1083.5,2020-01-02,2026-04-28,1530
474,"ConsecDays(3) RSI(14,35,65)",14,35,65,,,,,,,,,,,,,,,,,3,1.3,0.21,-41.91,66.67,10,5,30,1.15,0.1403,1083.5,2020-01-02,2026-04-28,1530
475,AsymRSI buy=RSI(10)<25 sell=RSI(14)>65,,25,65,10,14,,,,,,,,,,,,,,,,1.17,0.19,-44.09,64.71,11,6,34,1.13,0.1465,1083.5,2020-01-02,2026-04-28,1530
476,RSI-recovery(7) os<35 delta>=5 sell>75,7,,75,,,35,5,,,,,,,,,,,,,,0.87,0.14,-60.45,69.23,27,12,78,1.17,0.1678,1083.5,2020-01-02,2026-04-28,1530
477,MT-BIAS buy=BIAS(3)<=-3% sell=BIAS(30)>=7%,,,,,,,,,,,3,-3,30,7,,,,,,,0.85,0.14,-59.08,64.71,11,6,34,1.14,0.1669,1083.5,2020-01-02,2026-04-28,1530
478,"BBw>=10% gate RSI(14,30,65)+BIAS(10,-3,5) bb_std=2.0",14,30,65,,,,,10,-3,5,,,,,,20,2.0,10,,,0.78,0.13,-50.0,55.56,5,4,18,1.09,0.1548,1083.5,2020-01-02,2026-04-28,1530
479,"TrailStop(20%) RSI(14,30,75)",14,30,75,,,,,,,,,,,,,,,,20,,0.09,0.01,-49.14,65.22,15,8,46,1.08,0.133,1083.5,2020-01-02,2026-04-28,1530
480,RSI-recovery(7) os<35 delta>=8 sell>65,7,,65,,,35,8,,,,,,,,,,,,,,-0.18,-0.03,-58.35,68.89,31,14,90,1.18,0.159,1083.5,2020-01-02,2026-04-28,1530
481,RSI-recovery(14) os<35 delta>=10 sell>65,14,,65,,,35,10,,,,,,,,,,,,,,-0.29,-0.05,-46.88,71.43,15,6,42,1.14,0.1255,1083.5,2020-01-02,2026-04-28,1530
482,"BBw>=10% gate RSI(14,30,70)+BIAS(10,-5,7) bb_std=2.0",14,30,70,,,,,10,-5,7,,,,,,20,2.0,10,,,-0.3,-0.05,-59.81,50.0,3,3,12,1.07,0.1432,1083.5,2020-01-02,2026-04-28,1530
483,MT-BIAS buy=BIAS(5)<=-7% sell=BIAS(20)>=7%,,,,,,,,,,,5,-7,20,7,,,,,,,-0.36,-0.06,-44.65,57.14,4,3,14,1.12,0.1345,1083.5,2020-01-02,2026-04-28,1530
484,MT-BIAS buy=BIAS(3)<=-5% sell=BIAS(20)>=5%,,,,,,,,,,,3,-5,20,5,,,,,,,-0.67,-0.11,-47.51,70.0,7,3,20,1.09,0.1308,1083.5,2020-01-02,2026-04-28,1530
485,RSI-recovery(14) os<35 delta>=5 sell>65,14,,65,,,35,5,,,,,,,,,,,,,,-1.3,-0.22,-46.88,66.67,14,7,42,1.11,0.1216,1083.5,2020-01-02,2026-04-28,1530
486,RSI-recovery(7) os<35 delta>=8 sell>70,7,,70,,,35,8,,,,,,,,,,,,,,-1.47,-0.24,-58.27,70.73,29,12,82,1.15,0.1531,1083.5,2020-01-02,2026-04-28,1530
487,"ConsecDays(2) BIAS(10,-5,5)",,,,,,,,10,-5,5,,,,,,,,,,2,-1.81,-0.3,-56.99,64.29,9,5,28,1.07,0.133,1083.5,2020-01-02,2026-04-28,1530
488,AsymRSI buy=RSI(10)<25 sell=RSI(14)>75,,25,75,10,14,,,,,,,,,,,,,,,,-2.95,-0.49,-48.0,64.29,9,5,28,1.05,0.1273,1083.5,2020-01-02,2026-04-28,1530
489,BIAS-mom(20) cross>-3% sell>=7%,,,,,,,,20,,7,,,,,-3,,,,,,-2.95,-0.49,-49.98,75.0,12,4,32,1.06,0.1424,1083.5,2020-01-02,2026-04-28,1530
490,MT-BIAS buy=BIAS(7)<=-10% sell=BIAS(20)>=10%,,,,,,,,,,,7,-10,20,10,,,,,,,-3.87,-0.65,-55.03,50.0,2,2,8,0.88,0.1313,1083.5,2020-01-02,2026-04-28,1530
491,BIAS-mom(20) cross>-3% sell>=3%,,,,,,,,20,,3,,,,,-3,,,,,,-4.1,-0.69,-46.85,75.86,22,7,58,1.13,0.1143,1083.5,2020-01-02,2026-04-28,1530
492,"ConsecDays(3) BIAS(10,-5,5)",,,,,,,,10,-5,5,,,,,,,,,,3,-5.49,-0.93,-49.9,55.56,5,4,18,0.96,0.084,1083.5,2020-01-02,2026-04-28,1530
493,RSI-recovery(14) os<35 delta>=5 sell>75,14,,75,,,35,5,,,,,,,,,,,,,,-5.71,-0.96,-48.15,68.75,11,5,32,1.02,0.1046,1083.5,2020-01-02,2026-04-28,1530
494,RSI-recovery(7) os<30 delta>=5 sell>70,7,,70,,,30,5,,,,,,,,,,,,,,-6.01,-1.01,-58.28,69.23,27,12,78,1.1,0.1223,1083.5,2020-01-02,2026-04-28,1530
495,BIAS-mom(20) cross>-2% sell>=7%,,,,,,,,20,,7,,,,,-2,,,,,,-7.07,-1.2,-52.81,72.22,13,5,36,1.02,0.1191,1083.5,2020-01-02,2026-04-28,1530
496,AsymRSI buy=RSI(10)<25 sell=RSI(14)>70,,25,70,10,14,,,,,,,,,,,,,,,,-7.1,-1.21,-45.49,60.0,9,6,30,1.01,0.1003,1083.5,2020-01-02,2026-04-28,1530
497,"ConsecDays(5) RSI(14,30,75)",14,30,75,,,,,,,,,,,,,,,,,5,-7.17,-1.22,-41.35,40.0,2,3,10,0.86,0.0458,1083.5,2020-01-02,2026-04-28,1530
498,RSI-recovery(7) os<35 delta>=8 sell>75,7,,75,,,35,8,,,,,,,,,,,,,,-8.0,-1.36,-61.03,69.23,27,12,78,1.08,0.1191,1083.5,2020-01-02,2026-04-28,1530
499,"BBw>=3% gate RSI(14,30,65)+BIAS(10,-5,5) bb_std=2.0",14,30,65,,,,,10,-5,5,,,,,,20,2.0,3,,,-8.57,-1.47,-61.59,50.0,4,4,16,0.93,0.0885,1083.5,2020-01-02,2026-04-28,1530
500,"BBw>=5% gate RSI(14,30,65)+BIAS(10,-5,5) bb_std=2.0",14,30,65,,,,,10,-5,5,,,,,,20,2.0,5,,,-8.57,-1.47,-61.59,50.0,4,4,16,0.93,0.0885,1083.5,2020-01-02,2026-04-28,1530
501,"BBw>=7% gate RSI(14,30,65)+BIAS(10,-5,5) bb_std=2.0",14,30,65,,,,,10,-5,5,,,,,,20,2.0,7,,,-8.57,-1.47,-61.59,50.0,4,4,16,0.93,0.0885,1083.5,2020-01-02,2026-04-28,1530
502,"BBw>=3% gate RSI(14,30,65)+BIAS(10,-5,5) bb_std=2.5",14,30,65,,,,,10,-5,5,,,,,,20,2.5,3,,,-8.57,-1.47,-61.59,50.0,4,4,16,0.93,0.0885,1083.5,2020-01-02,2026-04-28,1530
503,"BBw>=5% gate RSI(14,30,65)+BIAS(10,-5,5) bb_std=2.5",14,30,65,,,,,10,-5,5,,,,,,20,2.5,5,,,-8.57,-1.47,-61.59,50.0,4,4,16,0.93,0.0885,1083.5,2020-01-02,2026-04-28,1530
504,"BBw>=7% gate RSI(14,30,65)+BIAS(10,-5,5) bb_std=2.5",14,30,65,,,,,10,-5,5,,,,,,20,2.5,7,,,-8.57,-1.47,-61.59,50.0,4,4,16,0.93,0.0885,1083.5,2020-01-02,2026-04-28,1530
505,"BBw>=10% gate RSI(14,30,65)+BIAS(10,-5,5) bb_std=2.5",14,30,65,,,,,10,-5,5,,,,,,20,2.5,10,,,-8.57,-1.47,-61.59,50.0,4,4,16,0.93,0.0885,1083.5,2020-01-02,2026-04-28,1530
506,MT-BIAS buy=BIAS(3)<=-5% sell=BIAS(20)>=7%,,,,,,,,,,,3,-5,20,7,,,,,,,-9.63,-1.65,-49.19,62.5,5,3,16,0.9,0.0823,1083.5,2020-01-02,2026-04-28,1530
507,RSI-recovery(14) os<35 delta>=8 sell>75,14,,75,,,35,8,,,,,,,,,,,,,,-9.8,-1.68,-50.26,68.75,11,5,32,0.97,0.078,1083.5,2020-01-02,2026-04-28,1530
508,"BBw>=10% gate RSI(14,30,70)+BIAS(10,-5,5) bb_std=2.0",14,30,70,,,,,10,-5,5,,,,,,20,2.0,10,,,-10.02,-1.72,-55.65,42.86,3,4,14,0.85,0.0806,1083.5,2020-01-02,2026-04-28,1530
509,RSI-recovery(7) os<30 delta>=8 sell>70,7,,70,,,30,8,,,,,,,,,,,,,,-10.08,-1.73,-58.9,69.23,27,12,78,1.06,0.0969,1083.5,2020-01-02,2026-04-28,1530
510,"ConsecDays(5) RSI(14,30,70)",14,30,70,,,,,,,,,,,,,,,,,5,-10.1,-1.74,-42.95,40.0,2,3,10,0.78,0.02,1083.5,2020-01-02,2026-04-28,1530
511,RSI-recovery(14) os<30 delta>=10 sell>75,14,,75,,,30,10,,,,,,,,,,,,,,-10.19,-1.76,-48.15,73.33,11,4,30,0.97,0.058,1083.5,2020-01-02,2026-04-28,1530
512,MT-BIAS buy=BIAS(3)<=-3% sell=BIAS(30)>=5%,,,,,,,,,,,3,-3,30,5,,,,,,,-10.33,-1.78,-59.79,63.16,12,7,38,0.99,0.1009,1083.5,2020-01-02,2026-04-28,1530
513,MT-BIAS buy=BIAS(3)<=-5% sell=BIAS(15)>=5%,,,,,,,,,,,3,-5,15,5,,,,,,,-10.71,-1.85,-47.51,70.0,7,3,20,0.89,0.0655,1083.5,2020-01-02,2026-04-28,1530
514,"BBw>=10% gate RSI(14,30,65)+BIAS(10,-5,7) bb_std=2.0",14,30,65,,,,,10,-5,7,,,,,,20,2.0,10,,,-11.81,-2.05,-62.29,50.0,3,3,12,0.82,0.0704,1083.5,2020-01-02,2026-04-28,1530
515,MT-BIAS buy=BIAS(7)<=-5% sell=BIAS(15)>=3%,,,,,,,,,,,7,-5,15,3,,,,,,,-11.86,-2.06,-48.26,66.67,12,6,36,0.97,0.0789,1083.5,2020-01-02,2026-04-28,1530
516,BIAS-mom(20) cross>-7% sell>=7%,,,,,,,,20,,7,,,,,-7,,,,,,-12.04,-2.09,-53.29,54.55,6,5,22,0.9,0.0727,1083.5,2020-01-02,2026-04-28,1530
517,RSI-recovery(14) os<30 delta>=5 sell>75,14,,75,,,30,5,,,,,,,,,,,,,,-12.33,-2.14,-48.15,73.33,11,4,30,0.95,0.0482,1083.5,2020-01-02,2026-04-28,1530
518,MT-BIAS buy=BIAS(3)<=-3% sell=BIAS(20)>=3%,,,,,,,,,,,3,-3,20,3,,,,,,,-12.41,-2.16,-53.29,66.67,16,8,48,1.01,0.0794,1083.5,2020-01-02,2026-04-28,1530
519,RSI-recovery(7) os<35 delta>=10 sell>65,7,,65,,,35,10,,,,,,,,,,,,,,-12.51,-2.18,-59.49,68.89,31,14,90,1.06,0.0881,1083.5,2020-01-02,2026-04-28,1530
520,BIAS-mom(10) cross>-5% sell>=5%,,,,,,,,10,,5,,,,,-5,,,,,,-12.71,-2.21,-51.86,63.16,12,7,38,0.95,0.0822,1083.5,2020-01-02,2026-04-28,1530
521,BIAS-mom(20) cross>-2% sell>=3%,,,,,,,,20,,3,,,,,-2,,,,,,-12.77,-2.22,-46.81,73.53,25,9,68,1.03,0.0585,1083.5,2020-01-02,2026-04-28,1530
522,"ConsecDays(5) RSI(14,40,75)",14,40,75,,,,,,,,,,,,,,,,,5,-13.06,-2.28,-48.19,61.54,8,5,26,0.92,0.0586,1083.5,2020-01-02,2026-04-28,1530
523,MT-BIAS buy=BIAS(3)<=-5% sell=BIAS(30)>=5%,,,,,,,,,,,3,-5,30,5,,,,,,,-13.15,-2.29,-49.19,62.5,5,3,16,0.81,0.0506,1083.5,2020-01-02,2026-04-28,1530
524,RSI-recovery(7) os<30 delta>=5 sell>65,7,,65,,,30,5,,,,,,,,,,,,,,-13.57,-2.37,-60.91,68.29,28,13,82,1.03,0.0752,1083.5,2020-01-02,2026-04-28,1530
525,RSI-recovery(7) os<35 delta>=10 sell>70,7,,70,,,35,10,,,,,,,,,,,,,,-13.64,-2.39,-59.41,68.29,28,13,82,1.03,0.0826,1083.5,2020-01-02,2026-04-28,1530
526,"ConsecDays(3) RSI(14,35,75)",14,35,75,,,,,,,,,,,,,,,,,3,-13.65,-2.39,-48.25,58.33,7,5,24,0.9,0.0565,1083.5,2020-01-02,2026-04-28,1530
527,RSI-recovery(14) os<35 delta>=10 sell>75,14,,75,,,35,10,,,,,,,,,,,,,,-13.93,-2.44,-51.67,68.75,11,5,32,0.91,0.049,1083.5,2020-01-02,2026-04-28,1530
528,RSI-recovery(14) os<30 delta>=8 sell>75,14,,75,,,30,8,,,,,,,,,,,,,,-14.51,-2.55,-48.15,73.33,11,4,30,0.92,0.0321,1083.5,2020-01-02,2026-04-28,1530
529,BIAS-mom(5) cross>-5% sell>=3%,,,,,,,,5,,3,,,,,-5,,,,,,-14.9,-2.62,-44.74,63.64,14,8,44,0.91,0.0058,1083.5,2020-01-02,2026-04-28,1530
530,RSI-recovery(7) os<25 delta>=5 sell>70,7,,70,,,25,5,,,,,,,,,,,,,,-14.95,-2.63,-50.49,73.53,25,9,68,1.01,0.0585,1083.5,2020-01-02,2026-04-28,1530
531,MT-BIAS buy=BIAS(5)<=-5% sell=BIAS(15)>=5%,,,,,,,,,,,5,-5,15,5,,,,,,,-16.07,-2.84,-50.34,64.29,9,5,28,0.88,0.0554,1083.5,2020-01-02,2026-04-28,1530
532,RSI-recovery(7) os<25 delta>=5 sell>65,7,,65,,,25,5,,,,,,,,,,,,,,-16.49,-2.93,-49.43,74.29,26,9,70,1.0,0.0457,1083.5,2020-01-02,2026-04-28,1530
533,MT-BIAS buy=BIAS(5)<=-7% sell=BIAS(15)>=10%,,,,,,,,,,,5,-7,15,10,,,,,,,-16.56,-2.94,-54.56,50.0,3,3,12,0.67,0.0368,1083.5,2020-01-02,2026-04-28,1530
534,RSI-recovery(7) os<30 delta>=8 sell>65,7,,65,,,30,8,,,,,,,,,,,,,,-17.31,-3.08,-61.48,68.29,28,13,82,0.99,0.0493,1083.5,2020-01-02,2026-04-28,1530
535,"ConsecDays(5) RSI(14,30,65)",14,30,65,,,,,,,,,,,,,,,,,5,-17.31,-3.08,-47.23,40.0,2,3,10,0.61,-0.055,1083.5,2020-01-02,2026-04-28,1530
536,BIAS-mom(10) cross>-2% sell>=5%,,,,,,,,10,,5,,,,,-2,,,,,,-17.67,-3.15,-56.35,71.43,20,8,56,0.93,0.0668,1083.5,2020-01-02,2026-04-28,1530
537,BIAS-mom(20) cross>-3% sell>=5%,,,,,,,,20,,5,,,,,-3,,,,,,-17.92,-3.2,-47.49,71.43,15,6,42,0.91,0.0353,1083.5,2020-01-02,2026-04-28,1530
538,RSI-recovery(7) os<30 delta>=5 sell>75,7,,75,,,30,5,,,,,,,,,,,,,,-19.15,-3.44,-64.48,66.67,24,12,72,0.94,0.0443,1083.5,2020-01-02,2026-04-28,1530
539,RSI-recovery(7) os<35 delta>=10 sell>75,7,,75,,,35,10,,,,,,,,,,,,,,-19.37,-3.48,-62.1,66.67,26,13,78,0.96,0.0488,1083.5,2020-01-02,2026-04-28,1530
540,BIAS-mom(10) cross>-7% sell>=5%,,,,,,,,10,,5,,,,,-7,,,,,,-19.63,-3.53,-51.33,57.14,8,6,28,0.79,-0.0031,1083.5,2020-01-02,2026-04-28,1530
541,MT-BIAS buy=BIAS(3)<=-3% sell=BIAS(15)>=3%,,,,,,,,,,,3,-3,15,3,,,,,,,-20.96,-3.8,-55.41,66.67,16,8,48,0.9,0.0269,1083.5,2020-01-02,2026-04-28,1530
542,MT-BIAS buy=BIAS(3)<=-3% sell=BIAS(15)>=5%,,,,,,,,,,,3,-3,15,5,,,,,,,-21.31,-3.87,-58.24,63.16,12,7,38,0.88,0.0345,1083.5,2020-01-02,2026-04-28,1530
543,RSI-recovery(7) os<30 delta>=10 sell>70,7,,70,,,30,10,,,,,,,,,,,,,,-21.48,-3.9,-61.41,69.23,27,12,78,0.94,0.021,1083.5,2020-01-02,2026-04-28,1530
544,BIAS-mom(10) cross>-3% sell>=5%,,,,,,,,10,,5,,,,,-3,,,,,,-22.14,-4.04,-57.22,69.23,18,8,52,0.87,0.0338,1083.5,2020-01-02,2026-04-28,1530
545,RSI-recovery(7) os<25 delta>=8 sell>70,7,,70,,,25,8,,,,,,,,,,,,,,-22.26,-4.06,-50.63,73.53,25,9,68,0.93,0.0066,1083.5,2020-01-02,2026-04-28,1530
546,"BBw>=10% gate RSI(14,30,65)+BIAS(10,-5,5) bb_std=2.0",14,30,65,,,,,10,-5,5,,,,,,20,2.0,10,,,-22.5,-4.11,-61.59,42.86,3,4,14,0.64,-0.0107,1083.5,2020-01-02,2026-04-28,1530
547,RSI-recovery(7) os<30 delta>=8 sell>75,7,,75,,,30,8,,,,,,,,,,,,,,-22.66,-4.14,-65.0,66.67,24,12,72,0.9,0.0186,1083.5,2020-01-02,2026-04-28,1530
548,RSI-recovery(7) os<35 delta>=15 sell>70,7,,70,,,35,15,,,,,,,,,,,,,,-22.7,-4.15,-63.45,65.85,27,14,82,0.93,0.0238,1083.5,2020-01-02,2026-04-28,1530
549,MT-BIAS buy=BIAS(3)<=-5% sell=BIAS(20)>=10%,,,,,,,,,,,3,-5,20,10,,,,,,,-22.77,-4.17,-63.37,40.0,2,3,10,0.58,0.0299,1083.5,2020-01-02,2026-04-28,1530
550,BIAS-mom(20) cross>-2% sell>=5%,,,,,,,,20,,5,,,,,-2,,,,,,-23.56,-4.33,-49.83,75.0,18,6,48,0.86,-0.0043,1083.5,2020-01-02,2026-04-28,1530
551,RSI-recovery(7) os<25 delta>=8 sell>65,7,,65,,,25,8,,,,,,,,,,,,,,-23.67,-4.35,-52.12,74.29,26,9,70,0.92,-0.0067,1083.5,2020-01-02,2026-04-28,1530
552,MT-BIAS buy=BIAS(7)<=-5% sell=BIAS(15)>=5%,,,,,,,,,,,7,-5,15,5,,,,,,,-23.9,-4.4,-56.28,53.33,8,7,30,0.8,0.0062,1083.5,2020-01-02,2026-04-28,1530
553,RSI-recovery(7) os<25 delta>=5 sell>75,7,,75,,,25,5,,,,,,,,,,,,,,-24.28,-4.48,-51.89,71.88,23,9,64,0.9,-0.0042,1083.5,2020-01-02,2026-04-28,1530
554,MT-BIAS buy=BIAS(3)<=-5% sell=BIAS(15)>=10%,,,,,,,,,,,3,-5,15,10,,,,,,,-24.32,-4.49,-58.28,57.14,4,3,14,0.66,-0.0097,1083.5,2020-01-02,2026-04-28,1530
555,"TrailStop(8%) BIAS(10,-5,5)",,,,,,,,10,-5,5,,,,,,,,,8,,-24.84,-4.59,-49.18,39.02,16,25,82,0.95,-0.0517,1083.5,2020-01-02,2026-04-28,1530
556,RSI-recovery(7) os<35 delta>=15 sell>75,7,,75,,,35,15,,,,,,,,,,,,,,-25.01,-4.63,-64.55,64.1,25,14,78,0.9,0.0107,1083.5,2020-01-02,2026-04-28,1530
557,RSI-recovery(7) os<35 delta>=15 sell>65,7,,65,,,35,15,,,,,,,,,,,,,,-25.58,-4.75,-65.33,64.44,29,16,90,0.93,0.0014,1083.5,2020-01-02,2026-04-28,1530
558,"TrailStop(5%) BIAS(10,-5,5)",,,,,,,,10,-5,5,,,,,,,,,5,,-26.09,-4.86,-49.18,38.3,18,29,94,0.98,-0.0748,1083.5,2020-01-02,2026-04-28,1530
559,BIAS-mom(20) cross>-7% sell>=5%,,,,,,,,20,,5,,,,,-7,,,,,,-26.49,-4.94,-53.58,57.14,8,6,28,0.71,-0.0453,1083.5,2020-01-02,2026-04-28,1530
560,RSI-recovery(7) os<30 delta>=10 sell>65,7,,65,,,30,10,,,,,,,,,,,,,,-27.79,-5.22,-63.84,68.29,28,13,82,0.89,-0.0277,1083.5,2020-01-02,2026-04-28,1530
561,MT-BIAS buy=BIAS(5)<=-7% sell=BIAS(20)>=10%,,,,,,,,,,,5,-7,20,10,,,,,,,-28.01,-5.27,-66.09,25.0,1,3,8,0.25,-0.011,1083.5,2020-01-02,2026-04-28,1530
562,BIAS-mom(20) cross>-7% sell>=3%,,,,,,,,20,,3,,,,,-7,,,,,,-28.11,-5.29,-53.76,60.0,9,6,30,0.67,-0.0674,1083.5,2020-01-02,2026-04-28,1530
563,"TrailStop(5%) BIAS(10,-7,5)",,,,,,,,10,-7,5,,,,,,,,,5,,-28.25,-5.32,-40.62,35.71,10,18,56,0.83,-0.1575,1083.5,2020-01-02,2026-04-28,1530
564,"TrailStop(5%) BIAS(10,-7,7)",,,,,,,,10,-7,7,,,,,,,,,5,,-29.12,-5.51,-42.63,35.71,10,18,56,0.81,-0.1535,1083.5,2020-01-02,2026-04-28,1530
