rank_by_return,strategy_name,mode,rsi_period,rsi_buy,rsi_sell,bias_period,bias_buy,bias_sell,bb_period,bb_std,macd_fast,macd_slow,kd_period,kd_buy,kd_sell,ma_short,ma_long,stop_loss,take_profit,total_return_pct,annualized_return_pct,max_drawdown_pct,win_rate_pct,wins,losses,total_trades,profit_factor,sharpe,buy_hold_return_pct,backtest_start,backtest_end,trading_days
1,"RSI(14,25,60)+BIAS(5,-10,10)+BB(20,1.5) [all]",all,14,25,60,5,-10,10,20,1.5,,,,,,,,,,1529.82,58.36,-55.02,100.0,1,0,2,999,1.3132,1083.5,2020-01-02,2026-04-28,1530
2,"RSI(14,25,60)+BIAS(5,-10,10)+BB(20,2.0) [all]",all,14,25,60,5,-10,10,20,2.0,,,,,,,,,,1529.82,58.36,-55.02,100.0,1,0,2,999,1.3132,1083.5,2020-01-02,2026-04-28,1530
3,"RSI(14,25,60)+BIAS(5,-10,10)+BB(20,2.5) [all]",all,14,25,60,5,-10,10,20,2.5,,,,,,,,,,1529.82,58.36,-55.02,100.0,1,0,2,999,1.3132,1083.5,2020-01-02,2026-04-28,1530
4,"RSI(14,25,65)+BIAS(5,-10,10)+BB(20,1.5) [all]",all,14,25,65,5,-10,10,20,1.5,,,,,,,,,,1529.82,58.36,-55.02,100.0,1,0,2,999,1.3132,1083.5,2020-01-02,2026-04-28,1530
5,"RSI(14,25,65)+BIAS(5,-10,10)+BB(20,2.0) [all]",all,14,25,65,5,-10,10,20,2.0,,,,,,,,,,1529.82,58.36,-55.02,100.0,1,0,2,999,1.3132,1083.5,2020-01-02,2026-04-28,1530
6,"RSI(14,25,65)+BIAS(5,-10,10)+BB(20,2.5) [all]",all,14,25,65,5,-10,10,20,2.5,,,,,,,,,,1529.82,58.36,-55.02,100.0,1,0,2,999,1.3132,1083.5,2020-01-02,2026-04-28,1530
7,"RSI(14,25,70)+BIAS(5,-10,10)+BB(20,1.5) [all]",all,14,25,70,5,-10,10,20,1.5,,,,,,,,,,1529.82,58.36,-55.02,100.0,1,0,2,999,1.3132,1083.5,2020-01-02,2026-04-28,1530
8,"RSI(14,25,70)+BIAS(5,-10,10)+BB(20,2.0) [all]",all,14,25,70,5,-10,10,20,2.0,,,,,,,,,,1529.82,58.36,-55.02,100.0,1,0,2,999,1.3132,1083.5,2020-01-02,2026-04-28,1530
9,"RSI(14,25,70)+BIAS(5,-10,10)+BB(20,2.5) [all]",all,14,25,70,5,-10,10,20,2.5,,,,,,,,,,1529.82,58.36,-55.02,100.0,1,0,2,999,1.3132,1083.5,2020-01-02,2026-04-28,1530
10,"RSI(14,25,75)+BIAS(5,-10,10)+BB(20,1.5) [all]",all,14,25,75,5,-10,10,20,1.5,,,,,,,,,,1529.82,58.36,-55.02,100.0,1,0,2,999,1.3132,1083.5,2020-01-02,2026-04-28,1530
11,"RSI(14,25,75)+BIAS(5,-10,10)+BB(20,2.0) [all]",all,14,25,75,5,-10,10,20,2.0,,,,,,,,,,1529.82,58.36,-55.02,100.0,1,0,2,999,1.3132,1083.5,2020-01-02,2026-04-28,1530
12,"RSI(14,25,75)+BIAS(5,-10,10)+BB(20,2.5) [all]",all,14,25,75,5,-10,10,20,2.5,,,,,,,,,,1529.82,58.36,-55.02,100.0,1,0,2,999,1.3132,1083.5,2020-01-02,2026-04-28,1530
13,"RSI(14,25,80)+BIAS(5,-10,10)+BB(20,1.5) [all]",all,14,25,80,5,-10,10,20,1.5,,,,,,,,,,1529.82,58.36,-55.02,100.0,1,0,2,999,1.3132,1083.5,2020-01-02,2026-04-28,1530
14,"RSI(14,25,80)+BIAS(5,-10,10)+BB(20,2.0) [all]",all,14,25,80,5,-10,10,20,2.0,,,,,,,,,,1529.82,58.36,-55.02,100.0,1,0,2,999,1.3132,1083.5,2020-01-02,2026-04-28,1530
15,"RSI(14,25,80)+BIAS(5,-10,10)+BB(20,2.5) [all]",all,14,25,80,5,-10,10,20,2.5,,,,,,,,,,1529.82,58.36,-55.02,100.0,1,0,2,999,1.3132,1083.5,2020-01-02,2026-04-28,1530
16,"RSI(14,30,60)+BIAS(5,-10,10)+BB(20,1.5) [all]",all,14,30,60,5,-10,10,20,1.5,,,,,,,,,,1529.82,58.36,-55.02,100.0,1,0,2,999,1.3132,1083.5,2020-01-02,2026-04-28,1530
17,"RSI(14,30,60)+BIAS(5,-10,10)+BB(20,2.0) [all]",all,14,30,60,5,-10,10,20,2.0,,,,,,,,,,1529.82,58.36,-55.02,100.0,1,0,2,999,1.3132,1083.5,2020-01-02,2026-04-28,1530
18,"RSI(14,30,60)+BIAS(5,-10,10)+BB(20,2.5) [all]",all,14,30,60,5,-10,10,20,2.5,,,,,,,,,,1529.82,58.36,-55.02,100.0,1,0,2,999,1.3132,1083.5,2020-01-02,2026-04-28,1530
19,"RSI(14,30,65)+BIAS(5,-10,10)+BB(20,1.5) [all]",all,14,30,65,5,-10,10,20,1.5,,,,,,,,,,1529.82,58.36,-55.02,100.0,1,0,2,999,1.3132,1083.5,2020-01-02,2026-04-28,1530
20,"RSI(14,30,65)+BIAS(5,-10,10)+BB(20,2.0) [all]",all,14,30,65,5,-10,10,20,2.0,,,,,,,,,,1529.82,58.36,-55.02,100.0,1,0,2,999,1.3132,1083.5,2020-01-02,2026-04-28,1530
21,"RSI(14,30,65)+BIAS(5,-10,10)+BB(20,2.5) [all]",all,14,30,65,5,-10,10,20,2.5,,,,,,,,,,1529.82,58.36,-55.02,100.0,1,0,2,999,1.3132,1083.5,2020-01-02,2026-04-28,1530
22,"RSI(14,30,70)+BIAS(5,-10,10)+BB(20,1.5) [all]",all,14,30,70,5,-10,10,20,1.5,,,,,,,,,,1529.82,58.36,-55.02,100.0,1,0,2,999,1.3132,1083.5,2020-01-02,2026-04-28,1530
23,"RSI(14,30,70)+BIAS(5,-10,10)+BB(20,2.0) [all]",all,14,30,70,5,-10,10,20,2.0,,,,,,,,,,1529.82,58.36,-55.02,100.0,1,0,2,999,1.3132,1083.5,2020-01-02,2026-04-28,1530
24,"RSI(14,30,70)+BIAS(5,-10,10)+BB(20,2.5) [all]",all,14,30,70,5,-10,10,20,2.5,,,,,,,,,,1529.82,58.36,-55.02,100.0,1,0,2,999,1.3132,1083.5,2020-01-02,2026-04-28,1530
25,"RSI(14,30,75)+BIAS(5,-10,10)+BB(20,1.5) [all]",all,14,30,75,5,-10,10,20,1.5,,,,,,,,,,1529.82,58.36,-55.02,100.0,1,0,2,999,1.3132,1083.5,2020-01-02,2026-04-28,1530
26,"RSI(14,30,75)+BIAS(5,-10,10)+BB(20,2.0) [all]",all,14,30,75,5,-10,10,20,2.0,,,,,,,,,,1529.82,58.36,-55.02,100.0,1,0,2,999,1.3132,1083.5,2020-01-02,2026-04-28,1530
27,"RSI(14,30,75)+BIAS(5,-10,10)+BB(20,2.5) [all]",all,14,30,75,5,-10,10,20,2.5,,,,,,,,,,1529.82,58.36,-55.02,100.0,1,0,2,999,1.3132,1083.5,2020-01-02,2026-04-28,1530
28,"RSI(14,30,80)+BIAS(5,-10,10)+BB(20,1.5) [all]",all,14,30,80,5,-10,10,20,1.5,,,,,,,,,,1529.82,58.36,-55.02,100.0,1,0,2,999,1.3132,1083.5,2020-01-02,2026-04-28,1530
29,"RSI(14,30,80)+BIAS(5,-10,10)+BB(20,2.0) [all]",all,14,30,80,5,-10,10,20,2.0,,,,,,,,,,1529.82,58.36,-55.02,100.0,1,0,2,999,1.3132,1083.5,2020-01-02,2026-04-28,1530
30,"RSI(14,30,80)+BIAS(5,-10,10)+BB(20,2.5) [all]",all,14,30,80,5,-10,10,20,2.5,,,,,,,,,,1529.82,58.36,-55.02,100.0,1,0,2,999,1.3132,1083.5,2020-01-02,2026-04-28,1530
31,"RSI(14,35,60)+BIAS(5,-10,10)+BB(20,1.5) [all]",all,14,35,60,5,-10,10,20,1.5,,,,,,,,,,1529.82,58.36,-55.02,100.0,1,0,2,999,1.3132,1083.5,2020-01-02,2026-04-28,1530
32,"RSI(14,35,60)+BIAS(5,-10,10)+BB(20,2.0) [all]",all,14,35,60,5,-10,10,20,2.0,,,,,,,,,,1529.82,58.36,-55.02,100.0,1,0,2,999,1.3132,1083.5,2020-01-02,2026-04-28,1530
33,"RSI(14,35,60)+BIAS(5,-10,10)+BB(20,2.5) [all]",all,14,35,60,5,-10,10,20,2.5,,,,,,,,,,1529.82,58.36,-55.02,100.0,1,0,2,999,1.3132,1083.5,2020-01-02,2026-04-28,1530
34,"RSI(14,35,65)+BIAS(5,-10,10)+BB(20,1.5) [all]",all,14,35,65,5,-10,10,20,1.5,,,,,,,,,,1529.82,58.36,-55.02,100.0,1,0,2,999,1.3132,1083.5,2020-01-02,2026-04-28,1530
35,"RSI(14,35,65)+BIAS(5,-10,10)+BB(20,2.0) [all]",all,14,35,65,5,-10,10,20,2.0,,,,,,,,,,1529.82,58.36,-55.02,100.0,1,0,2,999,1.3132,1083.5,2020-01-02,2026-04-28,1530
36,"RSI(14,35,65)+BIAS(5,-10,10)+BB(20,2.5) [all]",all,14,35,65,5,-10,10,20,2.5,,,,,,,,,,1529.82,58.36,-55.02,100.0,1,0,2,999,1.3132,1083.5,2020-01-02,2026-04-28,1530
37,"RSI(14,35,70)+BIAS(5,-10,10)+BB(20,1.5) [all]",all,14,35,70,5,-10,10,20,1.5,,,,,,,,,,1529.82,58.36,-55.02,100.0,1,0,2,999,1.3132,1083.5,2020-01-02,2026-04-28,1530
38,"RSI(14,35,70)+BIAS(5,-10,10)+BB(20,2.0) [all]",all,14,35,70,5,-10,10,20,2.0,,,,,,,,,,1529.82,58.36,-55.02,100.0,1,0,2,999,1.3132,1083.5,2020-01-02,2026-04-28,1530
39,"RSI(14,35,70)+BIAS(5,-10,10)+BB(20,2.5) [all]",all,14,35,70,5,-10,10,20,2.5,,,,,,,,,,1529.82,58.36,-55.02,100.0,1,0,2,999,1.3132,1083.5,2020-01-02,2026-04-28,1530
40,"RSI(14,35,75)+BIAS(5,-10,10)+BB(20,1.5) [all]",all,14,35,75,5,-10,10,20,1.5,,,,,,,,,,1529.82,58.36,-55.02,100.0,1,0,2,999,1.3132,1083.5,2020-01-02,2026-04-28,1530
41,"RSI(14,35,75)+BIAS(5,-10,10)+BB(20,2.0) [all]",all,14,35,75,5,-10,10,20,2.0,,,,,,,,,,1529.82,58.36,-55.02,100.0,1,0,2,999,1.3132,1083.5,2020-01-02,2026-04-28,1530
42,"RSI(14,35,75)+BIAS(5,-10,10)+BB(20,2.5) [all]",all,14,35,75,5,-10,10,20,2.5,,,,,,,,,,1529.82,58.36,-55.02,100.0,1,0,2,999,1.3132,1083.5,2020-01-02,2026-04-28,1530
43,"RSI(14,35,80)+BIAS(5,-10,10)+BB(20,1.5) [all]",all,14,35,80,5,-10,10,20,1.5,,,,,,,,,,1529.82,58.36,-55.02,100.0,1,0,2,999,1.3132,1083.5,2020-01-02,2026-04-28,1530
44,"RSI(14,35,80)+BIAS(5,-10,10)+BB(20,2.0) [all]",all,14,35,80,5,-10,10,20,2.0,,,,,,,,,,1529.82,58.36,-55.02,100.0,1,0,2,999,1.3132,1083.5,2020-01-02,2026-04-28,1530
45,"RSI(14,35,80)+BIAS(5,-10,10)+BB(20,2.5) [all]",all,14,35,80,5,-10,10,20,2.5,,,,,,,,,,1529.82,58.36,-55.02,100.0,1,0,2,999,1.3132,1083.5,2020-01-02,2026-04-28,1530
46,"RSI(14,40,60)+BIAS(5,-10,10)+BB(20,1.5) [all]",all,14,40,60,5,-10,10,20,1.5,,,,,,,,,,1529.82,58.36,-55.02,100.0,1,0,2,999,1.3132,1083.5,2020-01-02,2026-04-28,1530
47,"RSI(14,40,60)+BIAS(5,-10,10)+BB(20,2.0) [all]",all,14,40,60,5,-10,10,20,2.0,,,,,,,,,,1529.82,58.36,-55.02,100.0,1,0,2,999,1.3132,1083.5,2020-01-02,2026-04-28,1530
48,"RSI(14,40,60)+BIAS(5,-10,10)+BB(20,2.5) [all]",all,14,40,60,5,-10,10,20,2.5,,,,,,,,,,1529.82,58.36,-55.02,100.0,1,0,2,999,1.3132,1083.5,2020-01-02,2026-04-28,1530
49,"RSI(14,40,65)+BIAS(5,-10,10)+BB(20,1.5) [all]",all,14,40,65,5,-10,10,20,1.5,,,,,,,,,,1529.82,58.36,-55.02,100.0,1,0,2,999,1.3132,1083.5,2020-01-02,2026-04-28,1530
50,"RSI(14,40,65)+BIAS(5,-10,10)+BB(20,2.0) [all]",all,14,40,65,5,-10,10,20,2.0,,,,,,,,,,1529.82,58.36,-55.02,100.0,1,0,2,999,1.3132,1083.5,2020-01-02,2026-04-28,1530
51,"RSI(14,40,65)+BIAS(5,-10,10)+BB(20,2.5) [all]",all,14,40,65,5,-10,10,20,2.5,,,,,,,,,,1529.82,58.36,-55.02,100.0,1,0,2,999,1.3132,1083.5,2020-01-02,2026-04-28,1530
52,"RSI(14,40,70)+BIAS(5,-10,10)+BB(20,1.5) [all]",all,14,40,70,5,-10,10,20,1.5,,,,,,,,,,1529.82,58.36,-55.02,100.0,1,0,2,999,1.3132,1083.5,2020-01-02,2026-04-28,1530
53,"RSI(14,40,70)+BIAS(5,-10,10)+BB(20,2.0) [all]",all,14,40,70,5,-10,10,20,2.0,,,,,,,,,,1529.82,58.36,-55.02,100.0,1,0,2,999,1.3132,1083.5,2020-01-02,2026-04-28,1530
54,"RSI(14,40,70)+BIAS(5,-10,10)+BB(20,2.5) [all]",all,14,40,70,5,-10,10,20,2.5,,,,,,,,,,1529.82,58.36,-55.02,100.0,1,0,2,999,1.3132,1083.5,2020-01-02,2026-04-28,1530
55,"RSI(14,40,75)+BIAS(5,-10,10)+BB(20,1.5) [all]",all,14,40,75,5,-10,10,20,1.5,,,,,,,,,,1529.82,58.36,-55.02,100.0,1,0,2,999,1.3132,1083.5,2020-01-02,2026-04-28,1530
56,"RSI(14,40,75)+BIAS(5,-10,10)+BB(20,2.0) [all]",all,14,40,75,5,-10,10,20,2.0,,,,,,,,,,1529.82,58.36,-55.02,100.0,1,0,2,999,1.3132,1083.5,2020-01-02,2026-04-28,1530
57,"RSI(14,40,75)+BIAS(5,-10,10)+BB(20,2.5) [all]",all,14,40,75,5,-10,10,20,2.5,,,,,,,,,,1529.82,58.36,-55.02,100.0,1,0,2,999,1.3132,1083.5,2020-01-02,2026-04-28,1530
58,"RSI(14,40,80)+BIAS(5,-10,10)+BB(20,1.5) [all]",all,14,40,80,5,-10,10,20,1.5,,,,,,,,,,1529.82,58.36,-55.02,100.0,1,0,2,999,1.3132,1083.5,2020-01-02,2026-04-28,1530
59,"RSI(14,40,80)+BIAS(5,-10,10)+BB(20,2.0) [all]",all,14,40,80,5,-10,10,20,2.0,,,,,,,,,,1529.82,58.36,-55.02,100.0,1,0,2,999,1.3132,1083.5,2020-01-02,2026-04-28,1530
60,"RSI(14,40,80)+BIAS(5,-10,10)+BB(20,2.5) [all]",all,14,40,80,5,-10,10,20,2.5,,,,,,,,,,1529.82,58.36,-55.02,100.0,1,0,2,999,1.3132,1083.5,2020-01-02,2026-04-28,1530
61,"RSI(14,35,75)+BIAS(5,-3,7)+BB(20,2.5) [all]",all,14,35,75,5,-3,7,20,2.5,,,,,,,,,,1457.05,57.17,-54.46,100.0,2,0,4,999,1.3057,1083.5,2020-01-02,2026-04-28,1530
62,"RSI(14,35,80)+BIAS(5,-3,7)+BB(20,2.5) [all]",all,14,35,80,5,-3,7,20,2.5,,,,,,,,,,1457.05,57.17,-54.46,100.0,2,0,4,999,1.3057,1083.5,2020-01-02,2026-04-28,1530
63,"RSI(14,40,75)+BIAS(5,-3,7)+BB(20,2.5) [all]",all,14,40,75,5,-3,7,20,2.5,,,,,,,,,,1457.05,57.17,-54.46,100.0,2,0,4,999,1.3057,1083.5,2020-01-02,2026-04-28,1530
64,"RSI(14,40,80)+BIAS(5,-3,7)+BB(20,2.5) [all]",all,14,40,80,5,-3,7,20,2.5,,,,,,,,,,1457.05,57.17,-54.46,100.0,2,0,4,999,1.3057,1083.5,2020-01-02,2026-04-28,1530
65,"RSI(14,25,60)+BIAS(5,-3,10)+BB(20,2.5) [all]",all,14,25,60,5,-3,10,20,2.5,,,,,,,,,,1433.44,56.78,-55.0,100.0,1,0,2,999,1.2886,1083.5,2020-01-02,2026-04-28,1530
66,"RSI(14,25,60)+BIAS(5,-5,10)+BB(20,2.5) [all]",all,14,25,60,5,-5,10,20,2.5,,,,,,,,,,1433.44,56.78,-55.0,100.0,1,0,2,999,1.2886,1083.5,2020-01-02,2026-04-28,1530
67,"RSI(14,25,60)+BIAS(5,-7,10)+BB(20,1.5) [all]",all,14,25,60,5,-7,10,20,1.5,,,,,,,,,,1433.44,56.78,-55.0,100.0,1,0,2,999,1.2886,1083.5,2020-01-02,2026-04-28,1530
68,"RSI(14,25,60)+BIAS(5,-7,10)+BB(20,2.0) [all]",all,14,25,60,5,-7,10,20,2.0,,,,,,,,,,1433.44,56.78,-55.0,100.0,1,0,2,999,1.2886,1083.5,2020-01-02,2026-04-28,1530
69,"RSI(14,25,60)+BIAS(5,-7,10)+BB(20,2.5) [all]",all,14,25,60,5,-7,10,20,2.5,,,,,,,,,,1433.44,56.78,-55.0,100.0,1,0,2,999,1.2886,1083.5,2020-01-02,2026-04-28,1530
70,"RSI(14,25,65)+BIAS(5,-3,10)+BB(20,2.5) [all]",all,14,25,65,5,-3,10,20,2.5,,,,,,,,,,1433.44,56.78,-55.0,100.0,1,0,2,999,1.2886,1083.5,2020-01-02,2026-04-28,1530
71,"RSI(14,25,65)+BIAS(5,-5,10)+BB(20,2.5) [all]",all,14,25,65,5,-5,10,20,2.5,,,,,,,,,,1433.44,56.78,-55.0,100.0,1,0,2,999,1.2886,1083.5,2020-01-02,2026-04-28,1530
72,"RSI(14,25,65)+BIAS(5,-7,10)+BB(20,1.5) [all]",all,14,25,65,5,-7,10,20,1.5,,,,,,,,,,1433.44,56.78,-55.0,100.0,1,0,2,999,1.2886,1083.5,2020-01-02,2026-04-28,1530
73,"RSI(14,25,65)+BIAS(5,-7,10)+BB(20,2.0) [all]",all,14,25,65,5,-7,10,20,2.0,,,,,,,,,,1433.44,56.78,-55.0,100.0,1,0,2,999,1.2886,1083.5,2020-01-02,2026-04-28,1530
74,"RSI(14,25,65)+BIAS(5,-7,10)+BB(20,2.5) [all]",all,14,25,65,5,-7,10,20,2.5,,,,,,,,,,1433.44,56.78,-55.0,100.0,1,0,2,999,1.2886,1083.5,2020-01-02,2026-04-28,1530
75,"RSI(14,25,70)+BIAS(5,-3,10)+BB(20,2.5) [all]",all,14,25,70,5,-3,10,20,2.5,,,,,,,,,,1433.44,56.78,-55.0,100.0,1,0,2,999,1.2886,1083.5,2020-01-02,2026-04-28,1530
76,"RSI(14,25,70)+BIAS(5,-5,10)+BB(20,2.5) [all]",all,14,25,70,5,-5,10,20,2.5,,,,,,,,,,1433.44,56.78,-55.0,100.0,1,0,2,999,1.2886,1083.5,2020-01-02,2026-04-28,1530
77,"RSI(14,25,70)+BIAS(5,-7,10)+BB(20,1.5) [all]",all,14,25,70,5,-7,10,20,1.5,,,,,,,,,,1433.44,56.78,-55.0,100.0,1,0,2,999,1.2886,1083.5,2020-01-02,2026-04-28,1530
78,"RSI(14,25,70)+BIAS(5,-7,10)+BB(20,2.0) [all]",all,14,25,70,5,-7,10,20,2.0,,,,,,,,,,1433.44,56.78,-55.0,100.0,1,0,2,999,1.2886,1083.5,2020-01-02,2026-04-28,1530
79,"RSI(14,25,70)+BIAS(5,-7,10)+BB(20,2.5) [all]",all,14,25,70,5,-7,10,20,2.5,,,,,,,,,,1433.44,56.78,-55.0,100.0,1,0,2,999,1.2886,1083.5,2020-01-02,2026-04-28,1530
80,"RSI(14,25,75)+BIAS(5,-3,10)+BB(20,2.5) [all]",all,14,25,75,5,-3,10,20,2.5,,,,,,,,,,1433.44,56.78,-55.0,100.0,1,0,2,999,1.2886,1083.5,2020-01-02,2026-04-28,1530
81,"RSI(14,25,75)+BIAS(5,-5,10)+BB(20,2.5) [all]",all,14,25,75,5,-5,10,20,2.5,,,,,,,,,,1433.44,56.78,-55.0,100.0,1,0,2,999,1.2886,1083.5,2020-01-02,2026-04-28,1530
82,"RSI(14,25,75)+BIAS(5,-7,10)+BB(20,1.5) [all]",all,14,25,75,5,-7,10,20,1.5,,,,,,,,,,1433.44,56.78,-55.0,100.0,1,0,2,999,1.2886,1083.5,2020-01-02,2026-04-28,1530
83,"RSI(14,25,75)+BIAS(5,-7,10)+BB(20,2.0) [all]",all,14,25,75,5,-7,10,20,2.0,,,,,,,,,,1433.44,56.78,-55.0,100.0,1,0,2,999,1.2886,1083.5,2020-01-02,2026-04-28,1530
84,"RSI(14,25,75)+BIAS(5,-7,10)+BB(20,2.5) [all]",all,14,25,75,5,-7,10,20,2.5,,,,,,,,,,1433.44,56.78,-55.0,100.0,1,0,2,999,1.2886,1083.5,2020-01-02,2026-04-28,1530
85,"RSI(14,25,80)+BIAS(5,-3,10)+BB(20,2.5) [all]",all,14,25,80,5,-3,10,20,2.5,,,,,,,,,,1433.44,56.78,-55.0,100.0,1,0,2,999,1.2886,1083.5,2020-01-02,2026-04-28,1530
86,"RSI(14,25,80)+BIAS(5,-5,10)+BB(20,2.5) [all]",all,14,25,80,5,-5,10,20,2.5,,,,,,,,,,1433.44,56.78,-55.0,100.0,1,0,2,999,1.2886,1083.5,2020-01-02,2026-04-28,1530
87,"RSI(14,25,80)+BIAS(5,-7,10)+BB(20,1.5) [all]",all,14,25,80,5,-7,10,20,1.5,,,,,,,,,,1433.44,56.78,-55.0,100.0,1,0,2,999,1.2886,1083.5,2020-01-02,2026-04-28,1530
88,"RSI(14,25,80)+BIAS(5,-7,10)+BB(20,2.0) [all]",all,14,25,80,5,-7,10,20,2.0,,,,,,,,,,1433.44,56.78,-55.0,100.0,1,0,2,999,1.2886,1083.5,2020-01-02,2026-04-28,1530
89,"RSI(14,25,80)+BIAS(5,-7,10)+BB(20,2.5) [all]",all,14,25,80,5,-7,10,20,2.5,,,,,,,,,,1433.44,56.78,-55.0,100.0,1,0,2,999,1.2886,1083.5,2020-01-02,2026-04-28,1530
90,"RSI(14,30,60)+BIAS(5,-3,10)+BB(20,2.5) [all]",all,14,30,60,5,-3,10,20,2.5,,,,,,,,,,1433.44,56.78,-55.0,100.0,1,0,2,999,1.2886,1083.5,2020-01-02,2026-04-28,1530
91,"RSI(14,30,60)+BIAS(5,-5,10)+BB(20,2.5) [all]",all,14,30,60,5,-5,10,20,2.5,,,,,,,,,,1433.44,56.78,-55.0,100.0,1,0,2,999,1.2886,1083.5,2020-01-02,2026-04-28,1530
92,"RSI(14,30,60)+BIAS(5,-7,10)+BB(20,1.5) [all]",all,14,30,60,5,-7,10,20,1.5,,,,,,,,,,1433.44,56.78,-55.0,100.0,1,0,2,999,1.2886,1083.5,2020-01-02,2026-04-28,1530
93,"RSI(14,30,60)+BIAS(5,-7,10)+BB(20,2.0) [all]",all,14,30,60,5,-7,10,20,2.0,,,,,,,,,,1433.44,56.78,-55.0,100.0,1,0,2,999,1.2886,1083.5,2020-01-02,2026-04-28,1530
94,"RSI(14,30,60)+BIAS(5,-7,10)+BB(20,2.5) [all]",all,14,30,60,5,-7,10,20,2.5,,,,,,,,,,1433.44,56.78,-55.0,100.0,1,0,2,999,1.2886,1083.5,2020-01-02,2026-04-28,1530
95,"RSI(14,30,65)+BIAS(5,-3,10)+BB(20,2.5) [all]",all,14,30,65,5,-3,10,20,2.5,,,,,,,,,,1433.44,56.78,-55.0,100.0,1,0,2,999,1.2886,1083.5,2020-01-02,2026-04-28,1530
96,"RSI(14,30,65)+BIAS(5,-5,10)+BB(20,2.5) [all]",all,14,30,65,5,-5,10,20,2.5,,,,,,,,,,1433.44,56.78,-55.0,100.0,1,0,2,999,1.2886,1083.5,2020-01-02,2026-04-28,1530
97,"RSI(14,30,65)+BIAS(5,-7,10)+BB(20,1.5) [all]",all,14,30,65,5,-7,10,20,1.5,,,,,,,,,,1433.44,56.78,-55.0,100.0,1,0,2,999,1.2886,1083.5,2020-01-02,2026-04-28,1530
98,"RSI(14,30,65)+BIAS(5,-7,10)+BB(20,2.0) [all]",all,14,30,65,5,-7,10,20,2.0,,,,,,,,,,1433.44,56.78,-55.0,100.0,1,0,2,999,1.2886,1083.5,2020-01-02,2026-04-28,1530
99,"RSI(14,30,65)+BIAS(5,-7,10)+BB(20,2.5) [all]",all,14,30,65,5,-7,10,20,2.5,,,,,,,,,,1433.44,56.78,-55.0,100.0,1,0,2,999,1.2886,1083.5,2020-01-02,2026-04-28,1530
100,"RSI(14,30,70)+BIAS(5,-3,10)+BB(20,2.5) [all]",all,14,30,70,5,-3,10,20,2.5,,,,,,,,,,1433.44,56.78,-55.0,100.0,1,0,2,999,1.2886,1083.5,2020-01-02,2026-04-28,1530
101,"RSI(14,30,70)+BIAS(5,-5,10)+BB(20,2.5) [all]",all,14,30,70,5,-5,10,20,2.5,,,,,,,,,,1433.44,56.78,-55.0,100.0,1,0,2,999,1.2886,1083.5,2020-01-02,2026-04-28,1530
102,"RSI(14,30,70)+BIAS(5,-7,10)+BB(20,1.5) [all]",all,14,30,70,5,-7,10,20,1.5,,,,,,,,,,1433.44,56.78,-55.0,100.0,1,0,2,999,1.2886,1083.5,2020-01-02,2026-04-28,1530
103,"RSI(14,30,70)+BIAS(5,-7,10)+BB(20,2.0) [all]",all,14,30,70,5,-7,10,20,2.0,,,,,,,,,,1433.44,56.78,-55.0,100.0,1,0,2,999,1.2886,1083.5,2020-01-02,2026-04-28,1530
104,"RSI(14,30,70)+BIAS(5,-7,10)+BB(20,2.5) [all]",all,14,30,70,5,-7,10,20,2.5,,,,,,,,,,1433.44,56.78,-55.0,100.0,1,0,2,999,1.2886,1083.5,2020-01-02,2026-04-28,1530
105,"RSI(14,30,75)+BIAS(5,-3,10)+BB(20,2.5) [all]",all,14,30,75,5,-3,10,20,2.5,,,,,,,,,,1433.44,56.78,-55.0,100.0,1,0,2,999,1.2886,1083.5,2020-01-02,2026-04-28,1530
106,"RSI(14,30,75)+BIAS(5,-5,10)+BB(20,2.5) [all]",all,14,30,75,5,-5,10,20,2.5,,,,,,,,,,1433.44,56.78,-55.0,100.0,1,0,2,999,1.2886,1083.5,2020-01-02,2026-04-28,1530
107,"RSI(14,30,75)+BIAS(5,-7,10)+BB(20,1.5) [all]",all,14,30,75,5,-7,10,20,1.5,,,,,,,,,,1433.44,56.78,-55.0,100.0,1,0,2,999,1.2886,1083.5,2020-01-02,2026-04-28,1530
108,"RSI(14,30,75)+BIAS(5,-7,10)+BB(20,2.0) [all]",all,14,30,75,5,-7,10,20,2.0,,,,,,,,,,1433.44,56.78,-55.0,100.0,1,0,2,999,1.2886,1083.5,2020-01-02,2026-04-28,1530
109,"RSI(14,30,75)+BIAS(5,-7,10)+BB(20,2.5) [all]",all,14,30,75,5,-7,10,20,2.5,,,,,,,,,,1433.44,56.78,-55.0,100.0,1,0,2,999,1.2886,1083.5,2020-01-02,2026-04-28,1530
110,"RSI(14,30,80)+BIAS(5,-3,10)+BB(20,2.5) [all]",all,14,30,80,5,-3,10,20,2.5,,,,,,,,,,1433.44,56.78,-55.0,100.0,1,0,2,999,1.2886,1083.5,2020-01-02,2026-04-28,1530
111,"RSI(14,30,80)+BIAS(5,-5,10)+BB(20,2.5) [all]",all,14,30,80,5,-5,10,20,2.5,,,,,,,,,,1433.44,56.78,-55.0,100.0,1,0,2,999,1.2886,1083.5,2020-01-02,2026-04-28,1530
112,"RSI(14,30,80)+BIAS(5,-7,10)+BB(20,1.5) [all]",all,14,30,80,5,-7,10,20,1.5,,,,,,,,,,1433.44,56.78,-55.0,100.0,1,0,2,999,1.2886,1083.5,2020-01-02,2026-04-28,1530
