rank_by_return,strategy_name,mode,rsi_period,rsi_buy,rsi_sell,bias_period,bias_buy,bias_sell,bb_period,bb_std,macd_fast,macd_slow,kd_period,kd_buy,kd_sell,ma_short,ma_long,stop_loss,take_profit,total_return_pct,annualized_return_pct,max_drawdown_pct,win_rate_pct,wins,losses,total_trades,profit_factor,sharpe,buy_hold_return_pct,backtest_start,backtest_end,trading_days
1019,"RSI(14,40,75)+BIAS(10,-3,7)+BB(20,2.0) [all]",all,14,40,75,10,-3,7,20,2.0,,,,,,,,,,342.8,27.77,-49.21,75.0,6,2,16,5.85,0.8757,1083.5,2020-01-02,2026-04-28,1530
1020,"RSI(14,35,65)+BIAS(5,-5,7)+BB(20,2.5) [majority]",majority,14,35,65,5,-5,7,20,2.5,,,,,,,,,,342.55,27.76,-49.41,80.0,8,2,20,16.29,0.8848,1083.5,2020-01-02,2026-04-28,1530
1021,"RSI(14,35,65)+BIAS(5,-5,10)+BB(20,2.5) [majority]",majority,14,35,65,5,-5,10,20,2.5,,,,,,,,,,342.55,27.76,-49.41,80.0,8,2,20,16.29,0.8848,1083.5,2020-01-02,2026-04-28,1530
1022,"RSI(14,25,80)+BIAS(5,-5,7)+BB(20,2.5) [majority]",majority,14,25,80,5,-5,7,20,2.5,,,,,,,,,,342.32,27.75,-56.84,100.0,2,0,4,999,0.8518,1083.5,2020-01-02,2026-04-28,1530
1023,"RSI(14,35,70)+BIAS(10,-3,10)+BB(20,2.5) [majority]",majority,14,35,70,10,-3,10,20,2.5,,,,,,,,,,340.14,27.64,-49.41,80.0,8,2,20,22.24,0.877,1083.5,2020-01-02,2026-04-28,1530
1024,"RSI(14,40,75)+BIAS(5,-5,5)+BB(20,2.5) [all]",all,14,40,75,5,-5,5,20,2.5,,,,,,,,,,339.43,27.61,-56.29,100.0,3,0,6,999,0.8602,1083.5,2020-01-02,2026-04-28,1530
1025,"RSI(14,40,75)+BIAS(10,-7,7)+BB(20,2.5) [all]",all,14,40,75,10,-7,7,20,2.5,,,,,,,,,,339.43,27.61,-56.29,100.0,3,0,6,999,0.8602,1083.5,2020-01-02,2026-04-28,1530
1026,"RSI(14,40,80)+BIAS(10,-5,7)+BB(20,2.0) [all]",all,14,40,80,10,-5,7,20,2.0,,,,,,,,,,339.18,27.6,-49.21,75.0,6,2,16,5.67,0.875,1083.5,2020-01-02,2026-04-28,1530
1027,"RSI(14,40,80)+BIAS(10,-3,3)+BB(20,2.0) [all]",all,14,40,80,10,-3,3,20,2.0,,,,,,,,,,338.72,27.58,-48.91,81.82,9,2,22,4.31,0.8857,1083.5,2020-01-02,2026-04-28,1530
1028,"RSI(14,35,60)+BIAS(5,-3,5)+BB(20,2.5) [all]",all,14,35,60,5,-3,5,20,2.5,,,,,,,,,,335.05,27.4,-49.45,80.0,4,1,10,15.29,0.8984,1083.5,2020-01-02,2026-04-28,1530
1029,"RSI(14,35,65)+BIAS(5,-3,5)+BB(20,2.5) [all]",all,14,35,65,5,-3,5,20,2.5,,,,,,,,,,335.05,27.4,-49.45,80.0,4,1,10,15.29,0.8984,1083.5,2020-01-02,2026-04-28,1530
1030,"RSI(14,40,75)+BIAS(20,-3,10)+BB(20,2.0) [all]",all,14,40,75,20,-3,10,20,2.0,,,,,,,,,,334.57,27.38,-49.21,75.0,6,2,16,5.82,0.8669,1083.5,2020-01-02,2026-04-28,1530
1031,"RSI(14,40,75)+BIAS(20,-5,10)+BB(20,2.0) [all]",all,14,40,75,20,-5,10,20,2.0,,,,,,,,,,334.57,27.38,-49.21,75.0,6,2,16,5.82,0.8669,1083.5,2020-01-02,2026-04-28,1530
1032,"RSI(14,35,60)+BIAS(5,-5,7)+BB(20,1.5) [all]",all,14,35,60,5,-5,7,20,1.5,,,,,,,,,,334.03,27.35,-65.72,100.0,2,0,4,999,0.8312,1083.5,2020-01-02,2026-04-28,1530
1033,"RSI(14,35,60)+BIAS(5,-5,7)+BB(20,2.0) [all]",all,14,35,60,5,-5,7,20,2.0,,,,,,,,,,334.03,27.35,-65.72,100.0,2,0,4,999,0.8312,1083.5,2020-01-02,2026-04-28,1530
1034,"RSI(14,40,80)+BIAS(5,-3,5)+BB(20,1.5) [all]",all,14,40,80,5,-3,5,20,1.5,,,,,,,,,,332.13,27.26,-49.21,66.67,6,3,18,5.5,0.8735,1083.5,2020-01-02,2026-04-28,1530
1035,"RSI(14,35,80)+BIAS(5,-3,5)+BB(20,2.5) [majority]",majority,14,35,80,5,-3,5,20,2.5,,,,,,,,,,331.47,27.23,-49.41,66.67,6,3,18,5.62,0.8769,1083.5,2020-01-02,2026-04-28,1530
1036,"RSI(14,35,80)+BIAS(5,-5,5)+BB(20,2.5) [majority]",majority,14,35,80,5,-5,5,20,2.5,,,,,,,,,,331.47,27.23,-49.41,66.67,6,3,18,5.62,0.8769,1083.5,2020-01-02,2026-04-28,1530
1037,"RSI(14,35,65)+BIAS(5,-3,7)+BB(20,2.5) [majority]",majority,14,35,65,5,-3,7,20,2.5,,,,,,,,,,331.17,27.21,-49.41,80.0,8,2,20,15.79,0.8697,1083.5,2020-01-02,2026-04-28,1530
1038,"RSI(14,35,65)+BIAS(5,-3,10)+BB(20,2.5) [majority]",majority,14,35,65,5,-3,10,20,2.5,,,,,,,,,,331.17,27.21,-49.41,80.0,8,2,20,15.79,0.8697,1083.5,2020-01-02,2026-04-28,1530
1039,"RSI(14,35,75)+BIAS(10,-5,7)+BB(20,2.5) [all]",all,14,35,75,10,-5,7,20,2.5,,,,,,,,,,330.53,27.18,-54.11,75.0,3,1,8,22.98,0.8568,1083.5,2020-01-02,2026-04-28,1530
1040,"RSI(14,40,70)+BIAS(10,-10,10)+BB(20,2.5) [majority]",majority,14,40,70,10,-10,10,20,2.5,,,,,,,,,,328.24,27.07,-49.41,88.89,8,1,18,20.79,0.8828,1083.5,2020-01-02,2026-04-28,1530
1041,"RSI(14,40,70)+BIAS(5,-3,7)+BB(20,2.5) [majority]",majority,14,40,70,5,-3,7,20,2.5,,,,,,,,,,327.46,27.03,-49.21,80.0,8,2,20,13.67,0.8552,1083.5,2020-01-02,2026-04-28,1530
1042,"RSI(14,40,70)+BIAS(5,-3,10)+BB(20,2.5) [majority]",majority,14,40,70,5,-3,10,20,2.5,,,,,,,,,,327.46,27.03,-49.21,80.0,8,2,20,13.67,0.8552,1083.5,2020-01-02,2026-04-28,1530
1043,"RSI(14,40,65)+BIAS(10,-7,7)+BB(20,2.5) [all]",all,14,40,65,10,-7,7,20,2.5,,,,,,,,,,327.42,27.03,-49.45,80.0,4,1,10,12.33,0.9028,1083.5,2020-01-02,2026-04-28,1530
1044,"RSI(14,40,65)+BIAS(5,-5,7)+BB(20,2.5) [majority]",majority,14,40,65,5,-5,7,20,2.5,,,,,,,,,,326.01,26.96,-49.41,80.0,8,2,20,15.57,0.8647,1083.5,2020-01-02,2026-04-28,1530
1045,"RSI(14,40,65)+BIAS(5,-5,10)+BB(20,2.5) [majority]",majority,14,40,65,5,-5,10,20,2.5,,,,,,,,,,326.01,26.96,-49.41,80.0,8,2,20,15.57,0.8647,1083.5,2020-01-02,2026-04-28,1530
1046,"RSI(14,40,75)+BIAS(5,-3,5)+BB(20,1.5) [all]",all,14,40,75,5,-3,5,20,1.5,,,,,,,,,,323.61,26.84,-49.21,66.67,6,3,18,5.38,0.8642,1083.5,2020-01-02,2026-04-28,1530
1047,"RSI(14,40,60)+BIAS(10,-3,3)+BB(20,2.5) [all]",all,14,40,60,10,-3,3,20,2.5,,,,,,,,,,322.53,26.79,-49.45,90.0,9,1,20,5.57,0.908,1083.5,2020-01-02,2026-04-28,1530
1048,"RSI(14,30,75)+BIAS(10,-3,7)+BB(20,2.5) [all]",all,14,30,75,10,-3,7,20,2.5,,,,,,,,,,320.51,26.69,-54.29,66.67,2,1,6,22.27,0.8423,1083.5,2020-01-02,2026-04-28,1530
1049,"RSI(14,30,75)+BIAS(20,-3,10)+BB(20,2.5) [all]",all,14,30,75,20,-3,10,20,2.5,,,,,,,,,,320.51,26.69,-54.29,66.67,2,1,6,22.27,0.8423,1083.5,2020-01-02,2026-04-28,1530
1050,"RSI(14,30,75)+BIAS(20,-5,10)+BB(20,2.5) [all]",all,14,30,75,20,-5,10,20,2.5,,,,,,,,,,320.51,26.69,-54.29,66.67,2,1,6,22.27,0.8423,1083.5,2020-01-02,2026-04-28,1530
1051,"RSI(14,25,80)+BIAS(5,-3,10)+BB(20,2.0) [majority]",majority,14,25,80,5,-3,10,20,2.0,,,,,,,,,,317.07,26.52,-48.91,83.33,10,2,24,3.88,0.8643,1083.5,2020-01-02,2026-04-28,1530
1052,"RSI(14,25,70)+BIAS(5,-3,7)+BB(20,2.5) [majority]",majority,14,25,70,5,-3,7,20,2.5,,,,,,,,,,316.13,26.47,-49.41,88.89,8,1,18,21.67,0.87,1083.5,2020-01-02,2026-04-28,1530
1053,"RSI(14,25,70)+BIAS(5,-3,10)+BB(20,2.5) [majority]",majority,14,25,70,5,-3,10,20,2.5,,,,,,,,,,316.13,26.47,-49.41,88.89,8,1,18,21.67,0.87,1083.5,2020-01-02,2026-04-28,1530
1054,"RSI(14,25,70)+BIAS(10,-3,10)+BB(20,2.5) [majority]",majority,14,25,70,10,-3,10,20,2.5,,,,,,,,,,316.13,26.47,-49.41,88.89,8,1,18,21.67,0.87,1083.5,2020-01-02,2026-04-28,1530
1055,"RSI(14,40,80)+BIAS(5,-5,5)+BB(20,2.5) [majority]",majority,14,40,80,5,-5,5,20,2.5,,,,,,,,,,315.36,26.43,-49.41,66.67,6,3,18,5.4,0.8567,1083.5,2020-01-02,2026-04-28,1530
1056,"RSI(14,25,80)+BIAS(5,-3,7)+BB(20,2.0) [majority]",majority,14,25,80,5,-3,7,20,2.0,,,,,,,,,,313.53,26.34,-48.91,83.33,10,2,24,3.84,0.8604,1083.5,2020-01-02,2026-04-28,1530
1057,"RSI(14,35,75)+BIAS(10,-5,7)+BB(20,2.0) [all]",all,14,35,75,10,-5,7,20,2.0,,,,,,,,,,311.41,26.23,-49.41,75.0,6,2,16,6.56,0.8515,1083.5,2020-01-02,2026-04-28,1530
1058,"RSI(14,35,75)+BIAS(5,-5,5)+BB(20,2.5) [majority]",majority,14,35,75,5,-5,5,20,2.5,,,,,,,,,,305.39,25.93,-49.41,70.0,7,3,20,5.4,0.8526,1083.5,2020-01-02,2026-04-28,1530
1059,"RSI(14,40,70)+BIAS(10,-7,10)+BB(20,2.5) [majority]",majority,14,40,70,10,-7,10,20,2.5,,,,,,,,,,305.02,25.91,-49.21,80.0,8,2,20,12.83,0.8378,1083.5,2020-01-02,2026-04-28,1530
1060,"RSI(14,40,60)+BIAS(20,-3,7)+BB(20,2.5) [all]",all,14,40,60,20,-3,7,20,2.5,,,,,,,,,,304.35,25.87,-49.45,88.89,8,1,18,13.56,0.8809,1083.5,2020-01-02,2026-04-28,1530
1061,"RSI(14,40,60)+BIAS(20,-5,7)+BB(20,2.5) [all]",all,14,40,60,20,-5,7,20,2.5,,,,,,,,,,304.35,25.87,-49.45,88.89,8,1,18,13.56,0.8809,1083.5,2020-01-02,2026-04-28,1530
1062,"RSI(14,30,80)+BIAS(5,-3,10)+BB(20,2.0) [majority]",majority,14,30,80,5,-3,10,20,2.0,,,,,,,,,,303.51,25.83,-48.91,83.33,10,2,24,3.82,0.8433,1083.5,2020-01-02,2026-04-28,1530
1063,"RSI(14,40,75)+BIAS(5,-5,5)+BB(20,2.0) [all]",all,14,40,75,5,-5,5,20,2.0,,,,,,,,,,303.2,25.82,-50.41,71.43,5,2,14,6.63,0.8551,1083.5,2020-01-02,2026-04-28,1530
1064,"RSI(14,30,80)+BIAS(10,-5,10)+BB(20,2.0) [majority]",majority,14,30,80,10,-5,10,20,2.0,,,,,,,,,,302.51,25.78,-48.91,83.33,10,2,24,3.76,0.8453,1083.5,2020-01-02,2026-04-28,1530
1065,"RSI(14,35,80)+BIAS(20,-3,3)+BB(20,2.0) [all]",all,14,35,80,20,-3,3,20,2.0,,,,,,,,,,301.91,25.75,-48.91,81.82,9,2,22,3.94,0.8526,1083.5,2020-01-02,2026-04-28,1530
1066,"RSI(14,35,80)+BIAS(20,-3,5)+BB(20,2.0) [all]",all,14,35,80,20,-3,5,20,2.0,,,,,,,,,,301.91,25.75,-48.91,81.82,9,2,22,3.94,0.8526,1083.5,2020-01-02,2026-04-28,1530
1067,"RSI(14,35,80)+BIAS(20,-3,7)+BB(20,2.0) [all]",all,14,35,80,20,-3,7,20,2.0,,,,,,,,,,301.91,25.75,-48.91,81.82,9,2,22,3.94,0.8526,1083.5,2020-01-02,2026-04-28,1530
1068,"RSI(14,40,60)+BIAS(5,-3,3)+BB(20,2.5) [all]",all,14,40,60,5,-3,3,20,2.5,,,,,,,,,,301.63,25.73,-49.45,88.89,8,1,18,13.45,0.8775,1083.5,2020-01-02,2026-04-28,1530
1069,"RSI(14,40,60)+BIAS(10,-3,5)+BB(20,2.5) [all]",all,14,40,60,10,-3,5,20,2.5,,,,,,,,,,301.63,25.73,-49.45,88.89,8,1,18,13.45,0.8775,1083.5,2020-01-02,2026-04-28,1530
1070,"RSI(14,40,60)+BIAS(20,-3,5)+BB(20,2.5) [all]",all,14,40,60,20,-3,5,20,2.5,,,,,,,,,,301.63,25.73,-49.45,88.89,8,1,18,13.45,0.8775,1083.5,2020-01-02,2026-04-28,1530
1071,"RSI(14,40,60)+BIAS(20,-5,5)+BB(20,2.5) [all]",all,14,40,60,20,-5,5,20,2.5,,,,,,,,,,301.63,25.73,-49.45,88.89,8,1,18,13.45,0.8775,1083.5,2020-01-02,2026-04-28,1530
1072,"RSI(14,25,80)+BIAS(10,-7,10)+BB(20,1.5) [all]",all,14,25,80,10,-7,10,20,1.5,,,,,,,,,,301.38,25.72,-63.65,100.0,2,0,4,999,0.8243,1083.5,2020-01-02,2026-04-28,1530
1073,"RSI(14,25,80)+BIAS(10,-7,10)+BB(20,2.0) [all]",all,14,25,80,10,-7,10,20,2.0,,,,,,,,,,301.38,25.72,-63.65,100.0,2,0,4,999,0.8243,1083.5,2020-01-02,2026-04-28,1530
1074,"RSI(14,30,80)+BIAS(10,-7,10)+BB(20,1.5) [all]",all,14,30,80,10,-7,10,20,1.5,,,,,,,,,,301.38,25.72,-63.65,100.0,2,0,4,999,0.8243,1083.5,2020-01-02,2026-04-28,1530
1075,"RSI(14,30,80)+BIAS(10,-7,10)+BB(20,2.0) [all]",all,14,30,80,10,-7,10,20,2.0,,,,,,,,,,301.38,25.72,-63.65,100.0,2,0,4,999,0.8243,1083.5,2020-01-02,2026-04-28,1530
1076,"RSI(14,30,80)+BIAS(5,-3,7)+BB(20,2.0) [majority]",majority,14,30,80,5,-3,7,20,2.0,,,,,,,,,,300.09,25.65,-48.91,83.33,10,2,24,3.77,0.8395,1083.5,2020-01-02,2026-04-28,1530
1077,"RSI(14,40,70)+BIAS(5,-3,5)+BB(20,2.0) [all]",all,14,40,70,5,-3,5,20,2.0,,,,,,,,,,300.0,25.65,-49.21,66.67,6,3,18,5.16,0.8377,1083.5,2020-01-02,2026-04-28,1530
1078,"RSI(14,40,75)+BIAS(20,-3,7)+BB(20,2.0) [all]",all,14,40,75,20,-3,7,20,2.0,,,,,,,,,,296.33,25.46,-48.91,83.33,10,2,24,4.27,0.8392,1083.5,2020-01-02,2026-04-28,1530
1079,"RSI(14,30,80)+BIAS(10,-3,10)+BB(20,2.0) [majority]",majority,14,30,80,10,-3,10,20,2.0,,,,,,,,,,295.5,25.42,-48.91,83.33,10,2,24,3.72,0.8342,1083.5,2020-01-02,2026-04-28,1530
1080,"RSI(14,40,80)+BIAS(10,-5,5)+BB(20,2.0) [all]",all,14,40,80,10,-5,5,20,2.0,,,,,,,,,,295.29,25.41,-49.21,77.78,7,2,18,5.38,0.8317,1083.5,2020-01-02,2026-04-28,1530
1081,"RSI(14,35,75)+BIAS(5,-3,5)+BB(20,2.5) [majority]",majority,14,35,75,5,-3,5,20,2.5,,,,,,,,,,294.92,25.39,-49.41,70.0,7,3,20,5.31,0.8372,1083.5,2020-01-02,2026-04-28,1530
1082,"RSI(14,35,80)+BIAS(5,-3,10)+BB(20,2.0) [majority]",majority,14,35,80,5,-3,10,20,2.0,,,,,,,,,,294.0,25.34,-48.91,83.33,10,2,24,3.8,0.8318,1083.5,2020-01-02,2026-04-28,1530
1083,"RSI(14,25,75)+BIAS(10,-7,10)+BB(20,1.5) [all]",all,14,25,75,10,-7,10,20,1.5,,,,,,,,,,293.36,25.3,-63.65,100.0,2,0,4,999,0.8151,1083.5,2020-01-02,2026-04-28,1530
1084,"RSI(14,25,75)+BIAS(10,-7,10)+BB(20,2.0) [all]",all,14,25,75,10,-7,10,20,2.0,,,,,,,,,,293.36,25.3,-63.65,100.0,2,0,4,999,0.8151,1083.5,2020-01-02,2026-04-28,1530
1085,"RSI(14,30,75)+BIAS(10,-7,10)+BB(20,1.5) [all]",all,14,30,75,10,-7,10,20,1.5,,,,,,,,,,293.36,25.3,-63.65,100.0,2,0,4,999,0.8151,1083.5,2020-01-02,2026-04-28,1530
1086,"RSI(14,30,75)+BIAS(10,-7,10)+BB(20,2.0) [all]",all,14,30,75,10,-7,10,20,2.0,,,,,,,,,,293.36,25.3,-63.65,100.0,2,0,4,999,0.8151,1083.5,2020-01-02,2026-04-28,1530
1087,"RSI(14,30,75)+BIAS(5,-3,5)+BB(20,2.5) [all]",all,14,30,75,5,-3,5,20,2.5,,,,,,,,,,293.27,25.3,-49.45,75.0,3,1,8,20.54,0.8493,1083.5,2020-01-02,2026-04-28,1530
1088,"RSI(14,35,80)+BIAS(10,-5,10)+BB(20,2.0) [majority]",majority,14,35,80,10,-5,10,20,2.0,,,,,,,,,,293.03,25.29,-48.91,83.33,10,2,24,3.74,0.8337,1083.5,2020-01-02,2026-04-28,1530
1089,"RSI(14,35,80)+BIAS(10,-7,10)+BB(20,2.0) [majority]",majority,14,35,80,10,-7,10,20,2.0,,,,,,,,,,293.03,25.29,-48.91,83.33,10,2,24,3.74,0.8337,1083.5,2020-01-02,2026-04-28,1530
1090,"RSI(14,30,80)+BIAS(5,-5,10)+BB(20,2.0) [majority]",majority,14,30,80,5,-5,10,20,2.0,,,,,,,,,,292.13,25.24,-48.91,81.82,9,2,22,3.66,0.8419,1083.5,2020-01-02,2026-04-28,1530
1091,"RSI(14,25,80)+BIAS(10,-3,10)+BB(20,2.0) [majority]",majority,14,25,80,10,-3,10,20,2.0,,,,,,,,,,291.9,25.23,-48.91,83.33,10,2,24,3.69,0.8343,1083.5,2020-01-02,2026-04-28,1530
1092,"RSI(14,40,80)+BIAS(5,-7,10)+BB(20,2.0) [majority]",majority,14,40,80,5,-7,10,20,2.0,,,,,,,,,,291.9,25.23,-48.91,83.33,10,2,24,3.74,0.8335,1083.5,2020-01-02,2026-04-28,1530
1093,"RSI(14,40,80)+BIAS(5,-10,10)+BB(20,2.0) [majority]",majority,14,40,80,5,-10,10,20,2.0,,,,,,,,,,291.9,25.23,-48.91,83.33,10,2,24,3.74,0.8335,1083.5,2020-01-02,2026-04-28,1530
1094,"RSI(14,35,80)+BIAS(5,-3,7)+BB(20,2.0) [majority]",majority,14,35,80,5,-3,7,20,2.0,,,,,,,,,,290.66,25.16,-48.91,83.33,10,2,24,3.75,0.828,1083.5,2020-01-02,2026-04-28,1530
1095,"RSI(14,40,75)+BIAS(5,-5,5)+BB(20,2.5) [majority]",majority,14,40,75,5,-5,5,20,2.5,,,,,,,,,,290.25,25.14,-49.41,70.0,7,3,20,5.19,0.8322,1083.5,2020-01-02,2026-04-28,1530
1096,"RSI(14,40,70)+BIAS(10,-5,10)+BB(20,2.5) [majority]",majority,14,40,70,10,-5,10,20,2.5,,,,,,,,,,289.97,25.13,-49.21,80.0,8,2,20,12.26,0.8182,1083.5,2020-01-02,2026-04-28,1530
1097,"RSI(14,30,70)+BIAS(5,-3,5)+BB(20,2.5) [all]",all,14,30,70,5,-3,5,20,2.5,,,,,,,,,,289.88,25.12,-49.45,75.0,3,1,8,19.06,0.8453,1083.5,2020-01-02,2026-04-28,1530
1098,"RSI(14,25,60)+BIAS(10,-7,10)+BB(20,1.5) [all]",all,14,25,60,10,-7,10,20,1.5,,,,,,,,,,289.84,25.12,-63.97,100.0,2,0,4,999,0.8112,1083.5,2020-01-02,2026-04-28,1530
1099,"RSI(14,25,60)+BIAS(10,-7,10)+BB(20,2.0) [all]",all,14,25,60,10,-7,10,20,2.0,,,,,,,,,,289.84,25.12,-63.97,100.0,2,0,4,999,0.8112,1083.5,2020-01-02,2026-04-28,1530
1100,"RSI(14,25,65)+BIAS(10,-7,10)+BB(20,1.5) [all]",all,14,25,65,10,-7,10,20,1.5,,,,,,,,,,289.84,25.12,-63.97,100.0,2,0,4,999,0.8112,1083.5,2020-01-02,2026-04-28,1530
1101,"RSI(14,25,65)+BIAS(10,-7,10)+BB(20,2.0) [all]",all,14,25,65,10,-7,10,20,2.0,,,,,,,,,,289.84,25.12,-63.97,100.0,2,0,4,999,0.8112,1083.5,2020-01-02,2026-04-28,1530
1102,"RSI(14,25,70)+BIAS(10,-7,10)+BB(20,1.5) [all]",all,14,25,70,10,-7,10,20,1.5,,,,,,,,,,289.84,25.12,-63.97,100.0,2,0,4,999,0.8112,1083.5,2020-01-02,2026-04-28,1530
1103,"RSI(14,25,70)+BIAS(10,-7,10)+BB(20,2.0) [all]",all,14,25,70,10,-7,10,20,2.0,,,,,,,,,,289.84,25.12,-63.97,100.0,2,0,4,999,0.8112,1083.5,2020-01-02,2026-04-28,1530
1104,"RSI(14,30,60)+BIAS(10,-7,10)+BB(20,1.5) [all]",all,14,30,60,10,-7,10,20,1.5,,,,,,,,,,289.84,25.12,-63.97,100.0,2,0,4,999,0.8112,1083.5,2020-01-02,2026-04-28,1530
1105,"RSI(14,30,60)+BIAS(10,-7,10)+BB(20,2.0) [all]",all,14,30,60,10,-7,10,20,2.0,,,,,,,,,,289.84,25.12,-63.97,100.0,2,0,4,999,0.8112,1083.5,2020-01-02,2026-04-28,1530
1106,"RSI(14,30,65)+BIAS(10,-7,10)+BB(20,1.5) [all]",all,14,30,65,10,-7,10,20,1.5,,,,,,,,,,289.84,25.12,-63.97,100.0,2,0,4,999,0.8112,1083.5,2020-01-02,2026-04-28,1530
1107,"RSI(14,30,65)+BIAS(10,-7,10)+BB(20,2.0) [all]",all,14,30,65,10,-7,10,20,2.0,,,,,,,,,,289.84,25.12,-63.97,100.0,2,0,4,999,0.8112,1083.5,2020-01-02,2026-04-28,1530
1108,"RSI(14,30,70)+BIAS(10,-7,10)+BB(20,1.5) [all]",all,14,30,70,10,-7,10,20,1.5,,,,,,,,,,289.84,25.12,-63.97,100.0,2,0,4,999,0.8112,1083.5,2020-01-02,2026-04-28,1530
1109,"RSI(14,30,70)+BIAS(10,-7,10)+BB(20,2.0) [all]",all,14,30,70,10,-7,10,20,2.0,,,,,,,,,,289.84,25.12,-63.97,100.0,2,0,4,999,0.8112,1083.5,2020-01-02,2026-04-28,1530
1110,"RSI(14,30,80)+BIAS(5,-5,7)+BB(20,2.0) [majority]",majority,14,30,80,5,-5,7,20,2.0,,,,,,,,,,288.8,25.06,-48.91,81.82,9,2,22,3.61,0.838,1083.5,2020-01-02,2026-04-28,1530
1111,"RSI(14,40,80)+BIAS(5,-7,7)+BB(20,2.0) [majority]",majority,14,40,80,5,-7,7,20,2.0,,,,,,,,,,288.58,25.05,-48.91,83.33,10,2,24,3.69,0.8296,1083.5,2020-01-02,2026-04-28,1530
1112,"RSI(14,40,80)+BIAS(5,-10,7)+BB(20,2.0) [majority]",majority,14,40,80,5,-10,7,20,2.0,,,,,,,,,,288.58,25.05,-48.91,83.33,10,2,24,3.69,0.8296,1083.5,2020-01-02,2026-04-28,1530
1113,"RSI(14,40,60)+BIAS(10,-5,3)+BB(20,2.5) [all]",all,14,40,60,10,-5,3,20,2.5,,,,,,,,,,288.31,25.04,-49.45,88.89,8,1,18,5.08,0.8653,1083.5,2020-01-02,2026-04-28,1530
1114,"RSI(14,35,80)+BIAS(10,-3,10)+BB(20,2.0) [majority]",majority,14,35,80,10,-3,10,20,2.0,,,,,,,,,,286.18,24.92,-48.91,83.33,10,2,24,3.7,0.8227,1083.5,2020-01-02,2026-04-28,1530
1115,"RSI(14,35,60)+BIAS(10,-5,7)+BB(20,2.5) [all]",all,14,35,60,10,-5,7,20,2.5,,,,,,,,,,284.05,24.81,-49.45,83.33,5,1,12,13.22,0.8471,1083.5,2020-01-02,2026-04-28,1530
1116,"RSI(14,25,70)+BIAS(10,-5,10)+BB(20,2.5) [majority]",majority,14,25,70,10,-5,10,20,2.5,,,,,,,,,,282.43,24.72,-49.41,87.5,7,1,16,19.45,0.8295,1083.5,2020-01-02,2026-04-28,1530
1117,"RSI(14,40,75)+BIAS(10,-5,7)+BB(20,2.0) [all]",all,14,40,75,10,-5,7,20,2.0,,,,,,,,,,281.58,24.68,-49.21,75.0,6,2,16,5.38,0.8117,1083.5,2020-01-02,2026-04-28,1530
1118,"RSI(14,30,70)+BIAS(10,-5,10)+BB(20,2.5) [majority]",majority,14,30,70,10,-5,10,20,2.5,,,,,,,,,,281.29,24.66,-49.41,77.78,7,2,18,20.99,0.8229,1083.5,2020-01-02,2026-04-28,1530
1119,"RSI(14,40,80)+BIAS(10,-10,10)+BB(20,2.0) [majority]",majority,14,40,80,10,-10,10,20,2.0,,,,,,,,,,280.91,24.64,-48.91,83.33,10,2,24,3.62,0.8202,1083.5,2020-01-02,2026-04-28,1530
1120,"RSI(14,35,80)+BIAS(10,-10,10)+BB(20,1.5) [all]",all,14,35,80,10,-10,10,20,1.5,,,,,,,,,,280.32,24.61,-65.44,100.0,2,0,4,999,0.797,1083.5,2020-01-02,2026-04-28,1530
1121,"RSI(14,35,80)+BIAS(10,-10,10)+BB(20,2.0) [all]",all,14,35,80,10,-10,10,20,2.0,,,,,,,,,,280.32,24.61,-65.44,100.0,2,0,4,999,0.797,1083.5,2020-01-02,2026-04-28,1530
1122,"RSI(14,40,80)+BIAS(10,-10,10)+BB(20,1.5) [all]",all,14,40,80,10,-10,10,20,1.5,,,,,,,,,,280.32,24.61,-65.44,100.0,2,0,4,999,0.797,1083.5,2020-01-02,2026-04-28,1530
1123,"RSI(14,40,80)+BIAS(10,-10,10)+BB(20,2.0) [all]",all,14,40,80,10,-10,10,20,2.0,,,,,,,,,,280.32,24.61,-65.44,100.0,2,0,4,999,0.797,1083.5,2020-01-02,2026-04-28,1530
1124,"RSI(14,40,60)+BIAS(5,-7,7)+BB(20,2.5) [majority]",majority,14,40,60,5,-7,7,20,2.5,,,,,,,,,,279.71,24.58,-49.45,90.0,9,1,20,4.97,0.8566,1083.5,2020-01-02,2026-04-28,1530
1125,"RSI(14,40,60)+BIAS(5,-7,10)+BB(20,2.5) [majority]",majority,14,40,60,5,-7,10,20,2.5,,,,,,,,,,279.71,24.58,-49.45,90.0,9,1,20,4.97,0.8566,1083.5,2020-01-02,2026-04-28,1530
1126,"RSI(14,40,60)+BIAS(5,-10,7)+BB(20,2.5) [majority]",majority,14,40,60,5,-10,7,20,2.5,,,,,,,,,,279.71,24.58,-49.45,90.0,9,1,20,4.97,0.8566,1083.5,2020-01-02,2026-04-28,1530
1127,"RSI(14,40,60)+BIAS(5,-10,10)+BB(20,2.5) [majority]",majority,14,40,60,5,-10,10,20,2.5,,,,,,,,,,279.71,24.58,-49.45,90.0,9,1,20,4.97,0.8566,1083.5,2020-01-02,2026-04-28,1530
1128,"RSI(14,40,60)+BIAS(20,-3,3)+BB(20,2.5) [all]",all,14,40,60,20,-3,3,20,2.5,,,,,,,,,,279.71,24.58,-49.45,90.0,9,1,20,4.97,0.8566,1083.5,2020-01-02,2026-04-28,1530
